X;Y;ID;NOMBRE;TIPO;TIPO_NORMA;SEDE;DIRECCION;OBSERVACIONES_DIRECCION;TELEFONO;E_MAIL;FACEBOOK;WEB;ACTIVIDADE;INSTALACIO;CALLE;ALTURA;CALLE2;DIRECCION_;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-58.500302443411;-34.6676377567287;171;NUEVA CHICAGO;CLUB;CLUB;ANEXO ESTADIO;JUSTO SUAREZ 6900;;;;PILETA DE NUEVA CHICAGO / MUNDO CHICAGOO;WWW.MUNDOCHICAGO.COM.AR;FUTBOL, HOCKEY, BABY, FUTSAL, FUTBOL FEMENINO, BASQUET, VOLEY, PATIN ARTISTICO, GIMNASIA, ARTES MARCIALES, NATACION, ARABE, TANGO, AJEDREZ. COLONIA DE VACACIONES.;SALONES, CANCHAS Y NATATORIO CLIMATIZADO;SUAREZ, JUSTO ANTONIO;6900;;SUAREZ, JUSTO ANTONIO 6900;MATADEROS;COMUNA 9;1440;C1440BHH
-58.4587016064716;-34.5453302222562;162;OBRAS SANITARIAS NACION;CLUB;CLUB;CENTRAL;AV. LIBERTADOR 7395;;4702-4655/9467;SECRETARIACLUB@CLUBOSN.COM.AR;CLUB OBRAS;WWW.CLUBOSN.COM.AR;ESCUELAS DEPORTIVAS (BASQUET, NATACION, HOCKEY, JUEGOS-EFI, AJEDREZ (SEGUNDO DEPORTE DEL CLUB), TAEKWONDO, FUTBOL, NADO SINCRONIZADO, TENIS DE MESA) - BASQUET FEDERATIVO (MINIBASQUET, PREMINI-INFANTILES, SUB15, SUB17, SUB19, SUB23, PRIMERA, LIGA NACIONAL;CANCHAS DE TENIS - MICROESTADIO - CANCHA DE VOLEY - CANCHA DE BASQUET - GIMNASIO - NATATORIO;DEL LIBERTADOR AV.;7395;;DEL LIBERTADOR AV. 7395;NUÑEZ;COMUNA 13;1429;C1429BMG
-58.3966439439705;-34.5987951899947;161;OBRAS SANITARIAS NACION;CLUB;CLUB;ANEXO SOCIAL (SPORTCLUB);PARAGUAY 2060;;4702-4655/9467;SECRETARIACLUB@CLUBOSN.COM.AR;CLUB OBRAS;WWW.CLUBOSN.COM.AR;ESCUELAS DEPORTIVAS (BASQUET, NATACION, HOCKEY, JUEGOS-EFI, AJEDREZ (SEGUNDO DEPORTE DEL CLUB), TAEKWONDO, FUTBOL, NADO SINCRONIZADO, TENIS DE MESA) - BASQUET FEDERATIVO (MINIBASQUET, PREMINI-INFANTILES, SUB15, SUB17, SUB19, SUB23, PRIMERA, LIGA NACIONAL;CANCHAS DE TENIS - MICROESTADIO - CANCHA DE VOLEY - CANCHA DE BASQUET - GIMNASIO - NATATORIO;PARAGUAY;2060;;PARAGUAY 2060;RECOLETA;COMUNA 2;1121;C1121ABF
-58.4097402096263;-34.6005537084437;199;ORGANIZACION HEBREA ARGENTINA MACABI;CLUB;CLUB;;TUCUMAN 3135;;4963-8783;SECRETARIA.GENERAL@MACABI.COM.AR;;;VOLEY, BASQUET, PATIN, HANDBOL, NATACION, OTROS;;TUCUMAN;3135;;TUCUMAN 3135;BALVANERA;COMUNA 3;1189;C1189AAI
-58.5202757094055;-34.6073581490243;80;ORGANIZACION INDEPENDIENTE DEL DEPORTE ASOCIACION CIVIL;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;PEDRO MORAN 4801;;4568-5871;;;;PATIN;CANCHAS;MORAN, PEDRO;4801;;MORAN, PEDRO 4801;VILLA DEVOTO;COMUNA 11;1419;C1419HLO
-58.4976628982199;-34.6107001970808;103;PACIFICO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;SANTO TOME 3823;;4567-2791;CLUBPACIFICO12DEOCTUBRE@GMAIL.COM;;;BABY FUTBOL, VOLEY, GIMNASIA DEPORTIVA, FUTSAL, ARTES MARCIALES, AJEDREZ, CAPOEIRA.;SALONES - CANCHA - BIBLIOTECA;SANTO TOME;3823;;SANTO TOME 3823;VILLA DEL PARQUE;COMUNA 11;1417;C1417GGE
-58.431726075155;-34.5798837645442;149;PALERMO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;FITZ  ROY 2238;;4771-0328/ 4778-1419;;;;BABY FUTBOL, VOLEY, BASQUET, ARTESMARCIALES, ARQUERIA;2 CANCHAS - 3 SALONES;FITZ ROY;2238;;FITZ ROY 2238;PALERMO;COMUNA 14;1425;C1425FVD
-58.4837046896711;-34.6676921711268;121;PAMPERO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;LARRAZABAL 3035;;4604-4500;;CLUB PAMPERO;WWW.CLUBPAMPERO.COM.AR;BABY, ARTES MARCIALES, TANGO, FOLKLORE Y PATIN ARTISTICO. BOXEO.;CANCHA - SALON;LARRAZABAL;3035;;LARRAZABAL 3035;VILLA LUGANO;COMUNA 8;1439;C1439ECE
-58.3979184932456;-34.6349760525181;126;PARQUE DE LOS PATRICIOS;CLUB DE BARRIO;CLUB_DE_BARRIO;CENTRAL;ALBERTI  2135;;4308-2925;CLUBPARQUEDELOSPATRICIOS@YAHOO.COM.AR;;;TAEKWONDO, PATIN, VOLEY, FUTBOL, FAFI, FEFUTIN, DANZA, GIMNASIA ADULTOS.;CANCHA - SALON;ALBERTI;2135;;ALBERTI 2135;PARQUE PATRICIOS;COMUNA 4;1247;C1247AAS
-58.4044128482166;-34.6266522835378;127;PARQUE DE LOS PATRICIOS;CLUB DE BARRIO;CLUB_DE_BARRIO;ANEXO;CONSTITUCION 2827;;4308-2925;CLUBPARQUEDELOSPATRICIOS@YAHOO.COM.AR;;;TAEKWONDO, PATIN, VOLEY, FUTBOL, FAFI, FEFUTIN, DANZA, GIMNASIA ADULTOS.;CANCHA - SALON;CONSTITUCION;2827;;CONSTITUCION 2827;SAN CRISTOBAL;COMUNA 3;1254;C1254AAU
-58.369991419858;-34.6227702827433;150;PARQUE TELMO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;COCHABAMBA 311;;4300-5834/8664;;A.C.PARQUE TELMO;;BABY-FUTSAL-VOLEY-HANDBOL;1 CANCHA-1 SALON-1 BIBLIOTECA;COCHABAMBA;311;;COCHABAMBA 311;SAN TELMO;COMUNA 1;1150;C1150AAC
-58.4685894723874;-34.6416755725458;27;PEDRO ECHAGUE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;PORTELA 840;;4637-0843  4612-0117;ICDPEDROECHAGUE@HOTMAIL.COM;I. C.D. CLUB PEDRO ECHAGUE;WWW.ICDPEDROECHAGUE.COM;BASQUET, FUTSAL, BABY, VOLEY, PATIN, HANDBOL, KARATE, TAEKWONDO, TEATRO, GIMNASIO DE MUSCULACION, TEATRO, CORO, INICIACION DEPORTIVA, GIMNASIA ACROBATICA;3 CANCHAS - 1 SALON - GIMNASIO;PORTELA;840;;PORTELA 840;FLORES;COMUNA 7;1406;C1406FDR
-58.4977390543851;-34.5695794499806;48;PENACHO AZUL;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;JOSE P. TAMBORINI 5658/76;O JOSE P. TAMBORINI 5676;4543-7910  4545-5552;;PENACHO AZUL;;FUTBOL INFANTIL, FUTBOL DE COMPETICION, TAEKWONDO, PATIN ARTISTICO, PATIN DE COMPETICION, ARTES MARCIALES, GIMNASIA ARTISTICA. ACTIVIDADES CULTURALES.;CANCHAS;TAMBORINI, JOSE PASCUAL;5658;;TAMBORINI, JOSE PASCUAL 5658;VILLA URQUIZA;COMUNA 12;1431;C1431AGV
-58.4393183846888;-34.6405806095327;85;PEÑAROL ARGENTINO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;ZAÑARTU 1547;;4924-2111;;CLUB PEÑAROL ARGENTINO;;ATLETISMO, BABY, FUTSAL, VOLEY, GIMNASIA ARTISTICA, YOGA, GIMNASIA AEROBICA, AIKIDO, KUNDO, TAEKWONDO, PATIN.;CANCHAS - SALONES;ZAÑARTU;1547;;ZAÑARTU 1547;PARQUE CHACABUCO;COMUNA 7;1406;C1406IIC
-58.4605916714591;-34.6515993137541;84;PINTITA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;MARIANO ACOSTA 2005;;4611-1181;;;;BABY, FUTSAL, PATIN.;CANCHAS - SALON;ACOSTA, MARIANO;2005;;ACOSTA, MARIANO 2005;FLORES;COMUNA 7;1407;C1407KCO
-58.4478800386164;-34.6278439702316;165;PORTUGUES;CLUB DE BARRIO;CLUB_DE_BARRIO;CENTRAL (TIENEN ANEXO EN PROVINCIA);PEDRO GOYENA 1468;;4432-5801;CLUBPORTUGUES@HOTMAIL.COM;;;ACROBACIA, TANGO, YOGA, ARTES MARCIALES, GIMNASIA.;2 SALONES;GOYENA, PEDRO AV.;1468;;GOYENA, PEDRO AV. 1468;CABALLITO;COMUNA 6;1406;C1406GWQ
-58.4353594189412;-34.6119665067839;100;PREMIER;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;CAMPICHUELO 472;;4982-7637;;CLUB PREMIER;WWW.CLUBPREMIER.ORG.AR;DANZA, BABY, PATIN, TAEKWONDO, YOGA, VOLEY, AIKIDO, KUNG-FU, GIMNASIA ARTISTICA, TELA Y TRAPECIO.;CANCHA - SALONES;CAMPICHUELO;472;;CAMPICHUELO 472;CABALLITO;COMUNA 6;1405;C1405BOF
-58.5078851008746;-34.5813930850897;74;PRO FOMENTO PUEYRREDON;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;BAZURCO 2922;;4571-6950;JPUEYRRE@YAHOO.COM.AR;;;BABY FUTBOL, VOLEY, BASKET, PATIN ARTISTICO, TAEKWONDO, GIMNASIA CON APARATOS .;CANCHAS - SALON;BAZURCO;2922;;BAZURCO 2922;VILLA PUEYRREDON;COMUNA 12;1419;C1419FLB
-58.4776226828115;-34.5990348833863;125;RAULIES;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;RAULIES 2043;;4523-9715;CSYDRAULIES@GMAIL.COM;;;ARQUERIA;SALON - CANCHA;RAULIES;2043;;RAULIES 2043;PATERNAL;COMUNA 15;1427;C1427DVC
-58.4782317815247;-34.6066732560765;113;RESURGIMIENTO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;GRAL. ARTIGAS 2262;;4585-4960;RESURGIMIENTO@FIBERTEL.COM.AR;CENTRO CULTURAL RESURGIMIENTO;;FUTBOL, GIMNASIA AEROBICA, GIMNASIA DEPORTIVA, ARTISTICA, CIRCO, ACROBACIA, ARTES MARCIALES (TAEKWONDO), SALSA, MERENGUE, DANZA ARABE, CLASICA, JAZZ, FOLKLORE, HIP HOP, TANGO, YOGA, GIMNASIA EXPRESIVA.  ACTIVIDADES CULTURALES.;BIBLIOTECA - CANCHA - SALON;ARTIGAS, JOSE GERVASIO, GRAL.;2262;;ARTIGAS, JOSE GERVASIO, GRAL. 2262;VILLA DEL PARQUE;COMUNA 11;1416;C1416ALB
-58.4279822883004;-34.6443055769624;109;RIESTRA;CLUB;CLUB;CENTRAL;DEL BAÑADO 2353/59;O DEL BAÑADO 2359;4918-0455;MUNDORIESTRA@HOTMAIL.COM;;WWW.MUNDORIESTRA.COM.AR;YOGA, GIMNASIA, PATIN, TANGO, SALSA Y MERENGUE. FUTBOL. ACTIVIDADES CULTURALES.;SALONES - CANCHAS;DEL BAÑADO;2353;;DEL BAÑADO 2353;NUEVA POMPEYA;COMUNA 4;1437;C1437CTE
-58.4420687351033;-34.6529969222287;110;RIESTRA;CLUB;CLUB;ANEXO;VARELA Y ANA MARIA JANER;;4918-0455;MUNDORIESTRA@HOTMAIL.COM;;WWW.MUNDORIESTRA.COM.AR;YOGA, GIMNASIA, PATIN, TEATRO, TANGO, SALSA Y MERENGUE Y FUTBALL;SALONES - CANCHAS;VARELA AV.;;JANER, ANA MARIA;VARELA AV. Y JANER, ANA MARIA;VILLA SOLDATI;COMUNA 8;;
-58.4926470995387;-34.5678921394738;101;RIO DE LA PLATA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;IBERA 5257;;4546-0380;CLUBRIODELAPLATA@FIBERTEL.COM.AR;;;FUTBOL INFANTIL, VOLEY, TAEKWONDO, PATIN, TENIS DE MESA, MUSCULACION, YOGA, DANZAS, BOXEO.;CANCHA - SALONES;IBERA;5257;;IBERA 5257;VILLA URQUIZA;COMUNA 12;1431;C1431AEM
-58.4763984883141;-34.5863878955635;61;SABER;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;LLERENA 2725;O LLERENA 2727;4521-8146;;;;BABY FUTBOL, PATIN, VOLEY, GIMNASIA, ARTES MARCIALES, TANGO, GIMNASIA DEPORTIVA, DANZA, AJEDREZ. ACTIVIDADES CULTURALES.;CANCHA - SALON;LLERENA;2725;;LLERENA 2725;PARQUE CHAS;COMUNA 15;1427;C1427DEG
-58.4515422326961;-34.6638272962613;222;SACACHISPAS FUTBOL CLUB;CLUB;CLUB;;BARROS PAZOS 3702;;4919-1152;;;;BABY, FUTBOL 11;7 CANCHAS DE FUTBOL - 1 SALON - 2 NATATORIOS;BARROS PAZOS, JOSE;3702;;BARROS PAZOS, JOSE 3702;VILLA SOLDATI;COMUNA 8;1439;C1439CIB
-58.3729774351141;-34.6226019571884;5;SAN TELMO;CLUB;CLUB;ANEXO POLIDEPORTIVO CENTENARIO;BOLIVAR 1257;;4-300-8965 / 4-300-8902;SOYDETELMO@HOTMAIL.COM;CLUB ATLETICO SAN TELMO;WWW.SOYDETELMO.COM.AR;FUTBOL PROFESIONAL, HANDBALL FEDERADO DAMAS Y CABALLEROS, HOCKEY FEDERADO DAMAS Y CABALLEROS, BOXEO FEDERADO, PATIN ARTISTICO, ESCUELA DE FUTBOL, FUTBOL FEMENINO, GIMNASIA PARA ADULTOS. CLASES DE TANGO. ACTIVIDADES CULTURALES.;;BOLIVAR;1257;;BOLIVAR 1257;SAN TELMO;COMUNA 1;1141;C1141AAA
-58.3749468674593;-34.6231549107991;29;SAN TELMO;CLUB;CLUB;ANEXO FUTBOL INFANTIL;COCHABAMBA 657;;4-300-8965 / 4-300-8902;SOYDETELMO@HOTMAIL.COM;CLUB ATLETICO SAN TELMO;WWW.SOYDETELMO.COM.AR;FUTBOL PROFESIONAL, HANDBALL FEDERADO DAMAS Y CABALLEROS, HOCKEY FEDERADO DAMAS Y CABALLEROS, BOXEO FEDERADO, PATIN ARTISTICO, ESCUELA DE FUTBOL, FUTBOL FEMENINO, GIMNASIA PARA ADULTOS. CLASES DE TANGO. ACTIVIDADES CULTURALES.;;COCHABAMBA;657;;COCHABAMBA 657;SAN TELMO;COMUNA 1;1150;C1150AAI
-58.3738459621111;-34.6239333540727;30;SAN TELMO;CLUB;CLUB;ANEXO GIMNASIO CENTENARIO;PERU 1360;;4-300-8965 / 4-300-8902;SOYDETELMO@HOTMAIL.COM;CLUB ATLETICO SAN TELMO;WWW.SOYDETELMO.COM.AR;FUTBOL PROFESIONAL, HANDBALL FEDERADO DAMAS Y CABALLEROS, HOCKEY FEDERADO DAMAS Y CABALLEROS, BOXEO FEDERADO, PATIN ARTISTICO, ESCUELA DE FUTBOL, FUTBOL FEMENINO, GIMNASIA PARA ADULTOS. CLASES DE TANGO. ACTIVIDADES CULTURALES.;;PERU;1360;;PERU 1360;SAN TELMO;COMUNA 1;1141;C1141ACD
-58.3738442920558;-34.6239549838877;28;SAN TELMO;CLUB;CLUB;CENTRAL;PERU 1362;;4-300-8965 / 4-300-8902;SOYDETELMO@HOTMAIL.COM;CLUB ATLETICO SAN TELMO;WWW.SOYDETELMO.COM.AR;FUTBOL PROFESIONAL, HANDBALL FEDERADO DAMAS Y CABALLEROS, HOCKEY FEDERADO DAMAS Y CABALLEROS, BOXEO FEDERADO, PATIN ARTISTICO, ESCUELA DE FUTBOL, FUTBOL FEMENINO, GIMNASIA PARA ADULTOS. CLASES DE TANGO. ACTIVIDADES CULTURALES.;;PERU;1362;;PERU 1362;SAN TELMO;COMUNA 1;1141;C1141ACD
-58.3736450399583;-34.6448569765598;71;SANTA LUCIA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;MONTES DE OCA 1517;;4301-0996  3529-7776;;;;ESCUELAS DEPORTIVAS DE DANZA, BOXEO, PATIN ARTISTICO FUTBOL Y HANDBOL Y KARATE.;GIMNASIO - CANCHA - SALON;MONTES DE OCA, MANUEL AV.;1517;;MONTES DE OCA, MANUEL AV. 1517;BARRACAS;COMUNA 4;1270;C1270ABC
-58.5148338388374;-34.6433577978681;41;SANTIAGO DE LINIERS;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;CAAGUAZU 6131/51;;4641-2839;;GRUPO CERRADO:  ASOCIACION DE FOMENTO SANTIAGO DE LINIERS;WWW.SANTIAGODELINIERS.COM.AR;FUTBOL, PATIN ARTISTICO, TAEKWONDO, GIMNASIA ARTISTICA Y NETBALL. COLONIA DE VACACIONES.;CANCHAS - SALON - NATATORIO;CAAGUAZU;6131;;CAAGUAZU 6131;LINIERS;COMUNA 9;1408;C1408ETI
-58.5087045850541;-34.6029734736966;251;SOCIAL CULTURAL Y DEPORTIVO FRIULANA;CLUB DE BARRIO;CLUB_DE_BARRIO;;NAVARRO 3974;;4501-0764;FRIULANA@FIBERTEL.COM.AR;;;GIMNASIA, YOGA, TAEKWONDO, BOCHAS, AJEDREZ, TANGO;SALON - GIMNASIO CANCHA DE BOCHAS - BIBLIOTECA;NAVARRO;3974;;NAVARRO 3974;VILLA DEVOTO;COMUNA 11;1419;C1419HUB
-58.5237182697991;-34.6055824613677;82;SOCIAL HABANA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;AV. LASTRA 4175;;450-41065;;;;GIMNASIA DEPORTIVA, ARTES MARCIALES, AJEDREZ, DANZA ARABE, YOGA, FOLKLORE.;SALON;LASTRA AV.;4175;;LASTRA AV. 4175;VILLA DEVOTO;COMUNA 11;1419;C1419BYG
-58.4767504767871;-34.5850277939546;19;SOCIAL Y DEPORTIVO VILLA MODELO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;ARIZMENDI 2686;;;;;;GIMNASIA RITMICA - AJEDREZ - ACROBACIA - YOGA - GIMNASIA PARA ADULTOS;SALONES;ARISMENDI;2686;;ARISMENDI 2686;PARQUE CHAS;COMUNA 15;1427;C1427DLF
-58.3984538107897;-34.6058540132103;4;SOCIEDAD HEBRAICA ARGENTINA;CLUB;CLUB;CENTRAL CABA Y SEDE PILAR;SARMIENTO 2233;;4952-5887    4953-4117/2914    4952-5880;HEBRAICA@HEBRAICA.ORG.AR;SOCIEDAD HEBRAICA ARGENTINA - PAGINA OFICIAL;WWW.HEBRAICA.ORG.AR;FUTSAL, BASKET, VOLEY, JUDO, KARATE, AJEDREZ, FUTBOL 11, HOCKEY, RUGBY, TENIS DE MESA, GIMNASIA, NATACION, PESAS, TENIS, GOLF,VOLEY FEMENINO,FUTBOL FEMENINO.;CANCHAS - SALONES - NATATORIO - GIMNASIOS;SARMIENTO;2233;;SARMIENTO 2233;BALVANERA;COMUNA 3;1044;C1044AAI
-58.4630105285509;-34.5789573371151;124;SPORTING SOCIAL CLUB;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;HEREDIA 1253;;4551-9079;;CLUB SPORTING VILLA ORTUZAR;;PATIN, GIMNASIA DEPORTIVA, TAEKWONDO, TANGO, YOGA, BAILE PARA CHICOS, SALSA, FUTBOL.;SALONES - CANCHA;HEREDIA;1253;;HEREDIA 1253;VILLA ORTUZAR;COMUNA 15;1427;C1427CNU
-58.5045949347737;-34.634702430575;44;STENTOR;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;SARACHAGA 5634;;4683-5712;CLUBSTENTOR@YAHOO.COM.AR;;;FUTBOL INFANTIL (FAFI) DE 4 A 13 AÑOS, FUTSAL (DE 14 AÑOS EN ADELANTE), LIGA METROPOLITANA, FUTSAL SEÑOR (PARA MAYORES DE 35 AÑOS), GIMNASIA, BOXEO, KICK BOXING, LOCALIZADA,YOGA, BODY PUMP, DEFENSA PERSONAL, KUNGFU, TAEKWONDO, SANDA Y MERENGUE.;CANCHA - SALON;SARACHAGA;5634;;SARACHAGA 5634;VILLA LURO;COMUNA 10;1407;C1407EHD
-58.484894350879;-34.564803518002;108;SUNDERLAND CLUB;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;LUGONES 3161;;4544-1649 / 4541-9776;;;;FUTBOL, BASQUET, PATIN Y TAEKWONDO. CLASES DE TANGO, SALSA Y BACHATA.;CANCHAS - SALON;LUGONES;3161;;LUGONES 3161;VILLA URQUIZA;COMUNA 12;1430;C1430ECK
-58.431309990681;-34.6378345933596;17;TELEGRAFO Y CRISOL UNIDOS;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;ZARASA 951;O ZARASA 953, 957;4925-5830;;;;BABY FUTBOL - PATIN - KARATE - TAEKWONDO - KICK BOXING - TENIS DE MESA - GIMNASIA AEROBICA - TANGO - ARQUERIA;1 CANCHA - 3 SALONES;SARAZA;951;;SARAZA 951;PARQUE CHACABUCO;COMUNA 7;1424;C1424CWK
-58.4130443661237;-34.5687555740353;12;TENIS CLUB ARGENTINO;CLUB;CLUB;SEDE PALERMO - TIENEN OTRA SEDE EN OLIVOS;VALENTIN ALSINA 4375, Y BELISARIO ROLDAN, DETRAS DEL PLANETARIO;;4772-1744/4507/9769;SECRETARIA@TENISCLUBARGENTINO.COM;;WWW.TENISCLUBARGENTINO.COM/;TENIS;3 SALONES - CANCHA DE FUTBOL - 21 CANCHAS DE TENIS;ALSINA, VALENTIN AV.;;ROLDAN, BELISARIO AV.;ALSINA, VALENTIN AV. Y ROLDAN, BELISARIO AV.;PALERMO;COMUNA 14;;
-58.4585962109228;-34.5963102730326;63;TIERRA, TECHO Y TRABAJO;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;JORGE NEWBERY 4870;;4855-1531;;;;VOLEY, BABY, GIMNASIA, PATIN, ARTES MARCIALES, TANGO, FOLKLORE, BOXEO.;BIBLIOTECA - CANCHA - SALONES;NEWBERY, JORGE AV.;4870;;NEWBERY, JORGE AV. 4870;CHACARITA;COMUNA 15;1427;C1427EHO
-58.4551362550467;-34.5483001684048;268;TIRO FEDERAL ARGENTINO;CLUB;CLUB;;AV. DEL LIBERTADOR 6935;;4782-4000 FAX: 4782-4404;INFO@TFABA.COM.AR;;WWW.TFABA.COM.AR;TIRO, TENIS, BOWLING, FUTBOL, HIP HOP, MUSCULACION, GIMNASIO, GIMNASIA, TANGO, CIRCUITO AEROBICO DIRIGIDO;CANCHAS DE TENIS - NATATORIO;DEL LIBERTADOR AV.;6935;;DEL LIBERTADOR AV. 6935;NUÑEZ;COMUNA 13;1429;C1429BMC
-58.5293250697758;-34.6218719661618;49;TRIGLAV;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;MANUEL PORCEL DE PERALTA 1458;;4644-0605;TRIGLAVBSAS@YAHOO.COM.AR - TRIGLAVAJEDREZ@GMAIL.COM;TRIGLAV INSTITUCIONAL;WWW.AMETRIGLAV.COM.AR;ACUAGYM, BABY,  COLONIA DE VACACIONES , NATACION, TANGO, FOLKLORE, BOWLING, SALSA Y MERENGUE, DANZA JAZZ, GIMNASIA AEROBICA, YOGA, PATIN ARTISTICO, GIMNASIA ARTISTICA, VOLEIBOL, TAEKWONDO, BASQUETBOL, FUTBOL, MUSCULACION, BUCEO, HOCKEY, SUBACUATICO, ESCA;CANCHAS - SALONES - NATATORIO;PORCEL DE PERALTA, MANUEL;1458;;PORCEL DE PERALTA, MANUEL 1458;VILLA REAL;COMUNA 10;1408;C1408CBX
-58.4850199573162;-34.6140222832409;69;UNION ARGENTINA DE SORDOMUDOS  UAS;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;CUENCA 1750;;4581-6524;UAS.UNION@GMAIL.COM;;;FUTSAL, BASKET, VOLEY, ARTES MARCIALES, DANZA.;SALON - CANCHAS;CUENCA;1750;;CUENCA 1750;VILLA SANTA RITA;COMUNA 11;1416;C1416BCR
-58.4313497069514;-34.5918863430494;22;UNION GENERAL ARMENIA DE CULTURA FISICA - UGAB;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;ARMENIA 1318;O ARMENIA 1322;4773-2820 INT.128 (DE 15HS A 20HS);SECRETARIA@UGAB.ORG.AR - UGAB.DEPORTE@GMAIL.COM;FACEBOOK | UGAB-DEPORTES;WWW.UGAB.ORG.AR;BASQUET , FUTSAL, VOLEY, PATIN, TENIS DE MESA, KARATE, NATACION, GIMNASIA ARTISTICA, TAEKWONDO, INICIACION DEPORTIVA.;NATATORIOS CLIMATIZADOS;ARMENIA;1318;;ARMENIA 1318;PALERMO;COMUNA 14;1414;C1414DKD
-58.3970888129705;-34.6070141409099;11;VASCO ARGENTINO GURE ECHEA;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;PERON 2143;;4953-8328  4951-5363;;;;CORO, PELOTA PALETA, NATACION, PADEL.;CANCHA - SALON - NATATORIO;PERON, JUAN DOMINGO, TTE. GENERAL;2143;;PERON, JUAN DOMINGO, TTE. GENERAL 2143;BALVANERA;COMUNA 3;1040;C1040AAG
-58.495178619638;-34.5520036130602;159;VILLA CERINI;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;ARIAS 4745;;4545-5662;;A F C VILLA CERINI;;BABY FUTBOL, ARTES MARCIALES, PADEL, BOXEO, FOLKLORE, DANZA ARABE, REGGAETON.;BIBLIOTECA, 2 CANCHAS, 3 SALONES;ARIAS;4745;;ARIAS 4745;SAAVEDRA;COMUNA 12;1430;C1430CSK
-58.4686933035274;-34.6126443514573;36;VILLA GENERAL MITRE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;GAVILAN 1540;;4584-2822   4581-0846;;;;BASQUET, FUTBOL INFANTIL, FUTSAL, TAEKWONDO, YIN TAO, GIMNASIA ARTISTICA, PATIN, TELA Y GIMNASIO DE MUSCULACION;CANCHAS - SALONES;GAVILAN;1540;;GAVILAN 1540;VILLA GRAL. MITRE;COMUNA 11;1416;C1416ACH
-58.5107435796449;-34.6287087066742;59;VILLA LURO NORTE;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;ELPIDIO GONZALEZ 5445;;4568-1061;;VILLA LURO NORTE;WWW.VILLALURONORTE.COM.AR;BABY FUTBOL, FUTSAL (AFA), FUTBOL FEMENINO, PATIN ARTISTICO Y COMPETENCIA, AIKIDO, ARTES MARCIALES MIXTAS, BAILE Y RITMO ZUMBA, FOLKLORE, BADMINTON. ACTIVIDADES RECREATIVAS Y DE DIVERSION PARA JUBILADOS.;CANCHAS - SALONES;GONZALEZ, ELPIDIO;5445;;GONZALEZ, ELPIDIO 5445;VILLA LURO;COMUNA 10;1407;C1407GBQ
-58.4350862974063;-34.5912012624539;168;VILLA MALCOLM;CLUB DE BARRIO;CLUB_DE_BARRIO;UNICA;AVDA. CORDOBA 5064;O AV. CORDOBA 72;4772-9796;CLUBVILLAMALCOLM@GMAIL.COM;;WWW.FUTBOLVILLAMALCOLM.WEBNODE.COM.AR;VOLEY PARA NIÑAS, BABY FUTBOL, PATIN, GIMNASIA, GIMNASIA DEPORTIVA, CLASES DE ROCK AND ROLL, TAEKWONDO, AIKIDO, FUTSAL A PARTIR DE 14 AÑOS , TANGO.;2 CANCHAS - 2 SALONES;CORDOBA AV.;5064;;CORDOBA AV. 5064;VILLA CRESPO;COMUNA 15;1414;C1414BAV
